id,category_alias,category_title,restaurant_id,restaurant_name,restaurant_price,restaurant_review_count,restaurant_rating,restaurant_phone,restaurant_distance,restaurant_coordinates_latitude,restaurant_coordinates_longitude,restaurant_location_city,restaurant_location_zip_code,restaurant_location_address1
236,vietnamese,Vietnamese,WNTNO3n74t38VqUSwZgx0g,Chay Viet,€€,91,4.5,+493048494554,1844.9681713385687,52.53413,13.39802,Berlin,10119,Brunnenstr. 164
237,vegetarian,Vegetarian,WNTNO3n74t38VqUSwZgx0g,Chay Viet,€€,91,4.5,+493048494554,1844.9681713385687,52.53413,13.39802,Berlin,10119,Brunnenstr. 164
238,modern_european,Modern European,AwVHXN3HFwTSNksuiSdbsw,GOLVET,€€€€,6,4.5,+493089064222,2180.238536685797,52.5054693,13.3674524,Berlin,10785,Potsdamer Str. 58
239,spanish,Spanish,GpezVNnK_mpp36WWW8l7dg,El Colmado,,3,4.5,+493028445131,2340.0864655449072,52.519144,13.40953,Berlin,10178,Rathausstr. 13
240,tapas,Tapas Bars,GpezVNnK_mpp36WWW8l7dg,El Colmado,,3,4.5,+493028445131,2340.0864655449072,52.519144,13.40953,Berlin,10178,Rathausstr. 13
241,wine_bars,Wine Bars,GpezVNnK_mpp36WWW8l7dg,El Colmado,,3,4.5,+493028445131,2340.0864655449072,52.519144,13.40953,Berlin,10178,Rathausstr. 13
242,canteen,Canteen,-t4tJai-6Gx4D3TtzqN-PQ,Berliner Ensemble Kantine,€,21,4.0,+493028408155,689.9953580401126,52.5221710323156,13.3853736214264,Berlin,10117,Bertolt-Brecht-Platz 1
243,jazzandblues,Jazz & Blues,Z3ZPTEsO1QXkYuTD5eFIGA,Yorckschlösschen,€€,80,4.0,+49302158070,3447.9451932561096,52.4936359678454,13.3822574920655,Berlin,10965,Yorckstr. 15
244,beergarden,Beer Garden,Z3ZPTEsO1QXkYuTD5eFIGA,Yorckschlösschen,€€,80,4.0,+49302158070,3447.9451932561096,52.4936359678454,13.3822574920655,Berlin,10965,Yorckstr. 15
245,german,German,Z3ZPTEsO1QXkYuTD5eFIGA,Yorckschlösschen,€€,80,4.0,+49302158070,3447.9451932561096,52.4936359678454,13.3822574920655,Berlin,10965,Yorckstr. 15
246,easterngerman,Eastern German,mLyaN89GHJJ9fca4uJs9Kg,Marjellchen,€€,87,4.5,+49308832676,4581.103948962089,52.5031899,13.31764,Berlin,10629,Mommsenstr. 9
247,greek,Greek,8Z2C6-cI1HilFcfm4JkQmg,Taverna Phaestos,€€,42,4.5,+49303936915,2822.4461867976697,52.5229386986734,13.334205087867,Berlin,10555,Jagowstr. 16
248,turkish,Turkish,bQiHVfDDP-_6UKQVe1qZWg,Maranda,€,11,5.0,+493070038694,4518.424163022725,52.498717,13.427598,Berlin,10999,Wienerstr. 8
249,indpak,Indian,YY2Jr57AJm4NU_WAEY3SoA,Hasina Eatery,€,23,4.5,+493091505121,4054.230550017827,52.55549,13.34446,Berlin,13349,Ofener Str. 2
250,chinese,Chinese,7CaVCQmIStrH_XLKghAYMg,Noodle Plus,,1,5.0,+49493020633188,1250.8130414971338,52.5136775830357,13.3814525976777,Berlin,10117,Hannah-Arendt-Str. 1
251,korean,Korean,lr_AoN4-TWnhE3Ny018DHw,Ho Do Ri,€€,67,4.0,+49302153562,3487.5928327855786,52.4935,13.367,Berlin,10783,Goebenstr. 16
252,cafes,Cafes,a9aRBlRsJfjqtXd_loyZUA,Hermann Eicke,€,24,4.5,+493088538222,2027.938911903241,52.5373058,13.3970344,Berlin,10115,Brunnenstr. 45
253,indonesian,Indonesian,06heMxSSc64_DRuKE0eysA,Good Time,€€,222,4.0,+493020074870,1935.5566366365545,52.51235,13.39734,Berlin,10117,Hausvogteiplatz 11
254,thai,Thai,06heMxSSc64_DRuKE0eysA,Good Time,€€,222,4.0,+493020074870,1935.5566366365545,52.51235,13.39734,Berlin,10117,Hausvogteiplatz 11
255,vietnamese,Vietnamese,1sfRuIkICur2hBjflY3-Yg,East Moon,€€,10,4.5,+493065213506,2652.112493163177,52.5404464896305,13.4048600594538,Berlin,10437,Eberswalder Str. 1
256,bars,Bars,1sfRuIkICur2hBjflY3-Yg,East Moon,€€,10,4.5,+493065213506,2652.112493163177,52.5404464896305,13.4048600594538,Berlin,10437,Eberswalder Str. 1
257,tea,Tea Rooms,1sfRuIkICur2hBjflY3-Yg,East Moon,€€,10,4.5,+493065213506,2652.112493163177,52.5404464896305,13.4048600594538,Berlin,10437,Eberswalder Str. 1
258,brazilian,Brazilian,6nBfi1itsXi0_N91b1Fu7A,Café Mori,€,27,4.5,+493066300330,4592.258268710848,52.49828,13.42842,Berlin,10999,Wiener Str. 13
259,cafes,Cafes,6nBfi1itsXi0_N91b1Fu7A,Café Mori,€,27,4.5,+493066300330,4592.258268710848,52.49828,13.42842,Berlin,10999,Wiener Str. 13
260,indonesian,Indonesian,ritX3Ont64mOOnz7fpXK2w,Handoyo's,€€,17,5.0,+493028866935,4686.301733521925,52.4979563,13.3219313,Berlin,10719,Ludwigkirchplatz 2
261,international,International,ZH45oUC5RxiUEao2Wpx4eQ,L.A. Café,€€€,2,5.0,+493026023135,2748.616798443659,52.507,13.347,Berlin,10787,Budapester Str. 2
262,tradamerican,American (Traditional),ZH45oUC5RxiUEao2Wpx4eQ,L.A. Café,€€€,2,5.0,+493026023135,2748.616798443659,52.507,13.347,Berlin,10787,Budapester Str. 2
263,tea,Tea Rooms,-UHEwczCb_S5VaE1qR9s3w,Cozymazu,€,15,4.5,+4915152147750,2356.8774214870396,52.54186,13.35601,Berlin,13353,Sprengelstr. 39
264,taiwanese,Taiwanese,-UHEwczCb_S5VaE1qR9s3w,Cozymazu,€,15,4.5,+4915152147750,2356.8774214870396,52.54186,13.35601,Berlin,13353,Sprengelstr. 39
265,vietnamese,Vietnamese,1z-RhjxQ3u4NW4K8L3r4BQ,Cô Chu,€€,56,4.0,+493030881587,957.7624935012492,52.5311467,13.3846524,Berlin,10115,Invalidenstr. 29
266,german,German,Tz-oVU61wiWbBVyrO4pVDw,Hugos,€€€€,37,5.0,+493026021263,2884.222989886043,52.5067370121557,13.3446375008916,Berlin,10787,Budapester Str. 2
267,modern_european,Modern European,Tz-oVU61wiWbBVyrO4pVDw,Hugos,€€€€,37,5.0,+493026021263,2884.222989886043,52.5067370121557,13.3446375008916,Berlin,10787,Budapester Str. 2
268,german,German,CFmzVouDCq3Cf9DKKy9rLA,Zur kleinen Markthalle,€€,75,4.5,+49306142356,3559.775687754574,52.50376,13.41619,Berlin,10969,Legiendamm 32
269,mideastern,Middle Eastern,Zlc4fABIurFE2tIWMPEGxw,Akko Restaurant,€,16,4.5,+493049807544,3079.3478879953177,52.5519,13.3812,Berlin,13357,Pankstr. 52
270,foodstands,Food Stands,Zlc4fABIurFE2tIWMPEGxw,Akko Restaurant,€,16,4.5,+493049807544,3079.3478879953177,52.5519,13.3812,Berlin,13357,Pankstr. 52
271,cafes,Cafes,jhUw313dYI5Z3L9R-89-vw,Quà Phê,€,43,4.5,+493097005479,2236.505393442626,52.5266571913848,13.4087044028137,Berlin,10119,Max-Beer-Str. 37
272,vietnamese,Vietnamese,jhUw313dYI5Z3L9R-89-vw,Quà Phê,€,43,4.5,+493097005479,2236.505393442626,52.5266571913848,13.4087044028137,Berlin,10119,Max-Beer-Str. 37
273,buffets,Buffets,Y8X8TDCQClaL50z_MJnLKA,Buffalo Grill,€€,9,4.0,+493045086790,5312.68839919985,52.50078,13.3077,Berlin,10629,Wilmersdorfer Str. 92-93
274,steak,Steakhouses,Y8X8TDCQClaL50z_MJnLKA,Buffalo Grill,€€,9,4.0,+493045086790,5312.68839919985,52.50078,13.3077,Berlin,10629,Wilmersdorfer Str. 92-93
275,italian,Italian,Y8X8TDCQClaL50z_MJnLKA,Buffalo Grill,€€,9,4.0,+493045086790,5312.68839919985,52.50078,13.3077,Berlin,10629,Wilmersdorfer Str. 92-93
276,cafes,Cafes,0r_SE1EJITCqmKWLZ6Xxng,Latrio,€,14,4.5,+493063969072,1581.5927203199485,52.5232031880503,13.3991493418332,Berlin,10178,Monbijouplatz 4
277,breakfast_brunch,Breakfast & Brunch,0r_SE1EJITCqmKWLZ6Xxng,Latrio,€,14,4.5,+493063969072,1581.5927203199485,52.5232031880503,13.3991493418332,Berlin,10178,Monbijouplatz 4
278,mediterranean,Mediterranean,BMIiL9MWQSuS-kg_D-i3_w,Night Kitchen,€€,17,4.0,+493023575075,1233.7407387894953,52.525631,13.393978,Berlin,10117,Oranienburger Str. 32
279,gastropubs,Gastropubs,BMIiL9MWQSuS-kg_D-i3_w,Night Kitchen,€€,17,4.0,+493023575075,1233.7407387894953,52.525631,13.393978,Berlin,10117,Oranienburger Str. 32
280,restaurants,Restaurants,0ke-S4TThBI9Kvkb2RdjEA,FRAI,,6,5.0,+493092031792,3333.82876422087,52.50555,13.33754,Berlin,10787,Budapester Str. 38 - 50
281,juicebars,Juice Bars & Smoothies,v97FuObCRaqDvCoUwKrNrA,My Goodness,,5,4.5,+4915905708781,1860.3141333413014,52.5335124,13.398916,Berlin,10119,Brunnenstr. 24
282,breakfast_brunch,Breakfast & Brunch,v97FuObCRaqDvCoUwKrNrA,My Goodness,,5,4.5,+4915905708781,1860.3141333413014,52.5335124,13.398916,Berlin,10119,Brunnenstr. 24
283,vegan,Vegan,v97FuObCRaqDvCoUwKrNrA,My Goodness,,5,4.5,+4915905708781,1860.3141333413014,52.5335124,13.398916,Berlin,10119,Brunnenstr. 24
284,vietnamese,Vietnamese,4O3PaADEpxmiNQa94_pWBQ,Nôm Nôm Street,,1,5.0,+493033854880,572.7276115037263,52.52902,13.3793,Berlin,10115,Platz vor dem Neuen Tor 2
285,laotian,Laotian,Yiv2p7StX3_b2rchYMLKbQ,Hangmee,€€,30,4.0,+493082717447,5664.921920387575,52.513,13.45755,Berlin,10245,Boxhagener Str. 108
286,thai,Thai,Yiv2p7StX3_b2rchYMLKbQ,Hangmee,€€,30,4.0,+493082717447,5664.921920387575,52.513,13.45755,Berlin,10245,Boxhagener Str. 108
287,chinese,Chinese,v_kye9JFWW8bi4z_XBn6pw,Shaniu's House of Noodles,€,61,4.5,+493091552605,4527.597974695826,52.496,13.32791,Berlin,10719,Pariser Str. 58
288,korean,Korean,v_kye9JFWW8bi4z_XBn6pw,Shaniu's House of Noodles,€,61,4.5,+493091552605,4527.597974695826,52.496,13.32791,Berlin,10719,Pariser Str. 58
289,burgers,Burgers,O2cH4_nCa8Uw5lH7rb8yVg,Marthas,,3,4.5,,3609.0969138742016,52.492679,13.387163,Berlin,10961,Mehringdamm 40
290,hotdogs,Fast Food,O2cH4_nCa8Uw5lH7rb8yVg,Marthas,,3,4.5,,3609.0969138742016,52.492679,13.387163,Berlin,10961,Mehringdamm 40
291,greek,Greek,EIfQJCBkggq75CkFr3LaTQ,Taverna Amphipolis,€€,35,4.5,+49303951556,2356.6771189109495,52.52854,13.34169,Berlin,10551,Wilhelmshavener Str. 6
292,kebab,Kebab,MDtitfDNcGGmHqMNS0Wh3w,Rüyam Gemüse Kebab 2,€,24,5.0,+493041717017,3061.316575792048,52.54054,13.41257,Berlin,10435,Schönhauser Allee 44   A
293,falafel,Falafel,MDtitfDNcGGmHqMNS0Wh3w,Rüyam Gemüse Kebab 2,€,24,5.0,+493041717017,3061.316575792048,52.54054,13.41257,Berlin,10435,Schönhauser Allee 44   A
294,portuguese,Portuguese,sg7zPDcRVx2PQzMfOk1yCQ,NATA Lisboa,€,7,4.5,+493035516514,4908.950670576405,52.4986,13.3169899999999,Berlin,10707,Pariser Str. 24
295,salad,Salad,qADwq2BLQd9AnwTd9C-arA,beets&roots,,10,4.5,,862.387638438603,52.518439,13.383977,Berlin,10117,Dorotheenstr. 83
296,hotdogs,Fast Food,oFPpH9LpfxiW7dNz2JmvsA,The Poutine Kitchen,,4,5.0,+491777811419,2548.9189380903435,52.52748,13.33856,Berlin,10551,Arminiusstr. 2 - 4
297,german,German,6FRBE6pV5tv8n_LmQEvMpg,Boulevard Friedrichstrasse,€€,59,4.0,+49302833437,863.975861297993,52.52312,13.38848,Berlin,10117,Friedrichstr. 106 C
298,steak,Steakhouses,6FRBE6pV5tv8n_LmQEvMpg,Boulevard Friedrichstrasse,€€,59,4.0,+49302833437,863.975861297993,52.52312,13.38848,Berlin,10117,Friedrichstr. 106 C
299,lebanese,Lebanese,QwYV3fTxW0jwJ_S32oY5Bw,Casalot Restaurant,€€,85,4.0,+493027572210,709.7234054602819,52.52454,13.38632,Berlin,10117,Claire-Waldoff-Str. 5
300,arabian,Arabian,QwYV3fTxW0jwJ_S32oY5Bw,Casalot Restaurant,€€,85,4.0,+493027572210,709.7234054602819,52.52454,13.38632,Berlin,10117,Claire-Waldoff-Str. 5
301,italian,Italian,-z7I1l2cbaDxrjkgFP6dpg,Agata Torrisi,,7,5.0,+493027595333,1320.2942089433577,52.5362,13.378,Berlin,10115,Wöhlertstr. 5
302,cafes,Cafes,ZPxCnswsriX1uJungiNYXQ,Black Apron,,2,5.0,+493091469449,1793.1202180835517,52.5326894413521,13.3985894773155,Berlin,10115,Invalidenstr. 1
303,coffee,Coffee & Tea,ZPxCnswsriX1uJungiNYXQ,Black Apron,,2,5.0,+493091469449,1793.1202180835517,52.5326894413521,13.3985894773155,Berlin,10115,Invalidenstr. 1
304,bakeries,Bakeries,ZPxCnswsriX1uJungiNYXQ,Black Apron,,2,5.0,+493091469449,1793.1202180835517,52.5326894413521,13.3985894773155,Berlin,10115,Invalidenstr. 1
305,italian,Italian,WtrgSwkNG3edoWCgtHyRwg,Supersonico,,4,4.5,+493046799360,2307.1104661395902,52.53943,13.39949,Berlin,13355,Bernauer Str. 71/72
306,cafes,Cafes,ntJnEytOqq20pBuoYON3IQ,My deli love,,3,5.0,+493028420424,2517.911758501493,52.5049566743932,13.3567772805691,Berlin,10785,Lützowstr. 46
307,juicebars,Juice Bars & Smoothies,ntJnEytOqq20pBuoYON3IQ,My deli love,,3,5.0,+493028420424,2517.911758501493,52.5049566743932,13.3567772805691,Berlin,10785,Lützowstr. 46
308,hotdogs,Fast Food,ytavOgnYV6bGip81kfFrjw,Habba Habba,€€,65,4.5,+493036745726,2798.7835254219176,52.5388278231387,13.4097563701135,Berlin,10435,Kastanienallee 15
309,cafes,Cafes,z9h0reU5H6R4nxkRJavOVw,Café BOM,€,6,4.5,,3629.6132732334154,52.5489694994281,13.4111824646759,Berlin,10437,Kopenhagener Str. 7
310,korean,Korean,z9h0reU5H6R4nxkRJavOVw,Café BOM,€,6,4.5,,3629.6132732334154,52.5489694994281,13.4111824646759,Berlin,10437,Kopenhagener Str. 7
311,bars,Bars,C5BOUGZf3C_t_LuH72RO7g,Katz Orange,€€€,149,4.0,+4930983208430,1493.9347412208053,52.5316049568673,13.3944925321961,Berlin,10115,Bergstr. 22
312,german,German,C5BOUGZf3C_t_LuH72RO7g,Katz Orange,€€€,149,4.0,+4930983208430,1493.9347412208053,52.5316049568673,13.3944925321961,Berlin,10115,Bergstr. 22
313,german,German,CJI0lNKQHwaBwo8Oi9kCFQ,Nobelhart & Schmutzig,€€€€,30,4.0,+493025940610,2338.649249355039,52.5053609553355,13.3905452862382,Berlin,10969,Friedrichstr. 218
314,dimsum,Dim Sum,byr4TiLXsqymYGlR8G-AGQ,The Flying Monkey,€€,30,4.0,+493037475564,2795.059899473598,52.5388499,13.4096637,Berlin,10435,Kastanienallee 15
315,mexican,Mexican,jHWc25Z4qdGG0sQ32soj8g,Berlin Burrito Company,€,28,3.5,+493041725999,2243.4483826343685,52.5337715,13.4052095,Berlin,10119,Kastanienallee 59
316,hotdogs,Fast Food,jHWc25Z4qdGG0sQ32soj8g,Berlin Burrito Company,€,28,3.5,+493041725999,2243.4483826343685,52.5337715,13.4052095,Berlin,10119,Kastanienallee 59
317,vietnamese,Vietnamese,6QpwBQNHGAG4Sx-UX_tSbA,Monsieur Vuong,€€,619,4.0,+493099296924,2184.6733193888795,52.526669,13.407931,Berlin,10119,Alte Schönhauser Str. 46
318,hotdogs,Fast Food,AKpMP3N0RCzvD_R_g0d1BQ,Mahlzeit Luise,€,17,4.5,+491637388581,401.99860288026167,52.5219116,13.37994,Berlin,10117,Luisenstr. 39
319,indonesian,Indonesian,vVV5WGP6fUD1JUlcPbjOqA,Mabuhay,€,111,4.5,+49302651867,2234.217273182384,52.5043065306623,13.3762002037048,Berlin,10963,Köthener Str. 28
320,panasian,Pan Asian,vVV5WGP6fUD1JUlcPbjOqA,Mabuhay,€,111,4.5,+49302651867,2234.217273182384,52.5043065306623,13.3762002037048,Berlin,10963,Köthener Str. 28
321,chinese,Chinese,NobvMPmPpk1BLvne2kRbjQ,The Tree,€€,17,4.5,+493067961848,1829.252246785691,52.5338,13.39814,Berlin,10119,Brunnenstr. 167
322,international,International,9v1zI72uVZJMaX4WRmVhDg,Paris-Moskau,€€€,85,4.0,+49303942081,796.7511605013716,52.522576,13.364465,Berlin,10557,Alt Moabit 141
323,breakfast_brunch,Breakfast & Brunch,dAoFg_WYMGx-Iy-fG3L6gg,Schwarzwaldstuben,€€,174,4.0,+493028098084,1212.1030122471843,52.52764,13.39299,Berlin,10117,Tucholskystr. 48
324,swabian,Swabian,dAoFg_WYMGx-Iy-fG3L6gg,Schwarzwaldstuben,€€,174,4.0,+493028098084,1212.1030122471843,52.52764,13.39299,Berlin,10117,Tucholskystr. 48
325,baden,Baden,dAoFg_WYMGx-Iy-fG3L6gg,Schwarzwaldstuben,€€,174,4.0,+493028098084,1212.1030122471843,52.52764,13.39299,Berlin,10117,Tucholskystr. 48
326,vietnamese,Vietnamese,bCGx4KVMXu86_SLGqKGR0A,Soy,€€,72,4.5,+493023405890,2410.050198504715,52.5260492478547,13.4113750767244,Berlin,10178,Rosa-Luxemburg-Str. 30
327,vegan,Vegan,bCGx4KVMXu86_SLGqKGR0A,Soy,€€,72,4.5,+493023405890,2410.050198504715,52.5260492478547,13.4113750767244,Berlin,10178,Rosa-Luxemburg-Str. 30
328,cocktailbars,Cocktail Bars,uAnnDV0pZOr8UpjtFTQjEw,ORA,€€,32,4.0,+493054861070,3728.066823670352,52.501344,13.416058,Berlin,10999,Oranienplatz 14
329,german,German,uAnnDV0pZOr8UpjtFTQjEw,ORA,€€,32,4.0,+493054861070,3728.066823670352,52.501344,13.416058,Berlin,10999,Oranienplatz 14
330,russian,Russian,eN8wEgIfEDfqQZeoQD6KKg,Pasternak,€€,160,4.0,+49304413399,3127.0132840864344,52.53479,13.4186,Berlin,10405,Knaackstr. 22/24
331,jewish,Jewish,eN8wEgIfEDfqQZeoQD6KKg,Pasternak,€€,160,4.0,+49304413399,3127.0132840864344,52.53479,13.4186,Berlin,10405,Knaackstr. 22/24
332,syrian,Syrian,98Zfb3fB030EReQtXQ1U_Q,Simsim,,8,4.5,+493048491035,3115.5715846209823,52.536808,13.417149,Berlin,10435,Husemannstr. 1
333,lebanese,Lebanese,98Zfb3fB030EReQtXQ1U_Q,Simsim,,8,4.5,+493048491035,3115.5715846209823,52.536808,13.417149,Berlin,10435,Husemannstr. 1
334,vietnamese,Vietnamese,KnwH5D4sCuHfeyfci6gIAQ,Restaurant Van-Long,€€,48,4.0,+49302823570,725.0806421600714,52.5238,13.38649,Berlin,10117,Reinhardtstr. 8
335,thai,Thai,KnwH5D4sCuHfeyfci6gIAQ,Restaurant Van-Long,€€,48,4.0,+49302823570,725.0806421600714,52.5238,13.38649,Berlin,10117,Reinhardtstr. 8
336,international,International,crOe0Eguyp-R-yQNetpehw,Restaurant Bastard,€€,165,4.5,+493054821866,4982.342672520447,52.49529,13.43188,Berlin,10999,Reichenberger Str. 122
337,breakfast_brunch,Breakfast & Brunch,crOe0Eguyp-R-yQNetpehw,Restaurant Bastard,€€,165,4.5,+493054821866,4982.342672520447,52.49529,13.43188,Berlin,10999,Reichenberger Str. 122
338,cafes,Cafes,crOe0Eguyp-R-yQNetpehw,Restaurant Bastard,€€,165,4.5,+493054821866,4982.342672520447,52.49529,13.43188,Berlin,10999,Reichenberger Str. 122
339,cafes,Cafes,JCkiG_gEVjJrtHrZ91Z8qQ,1900 Café,€€,182,4.5,+493088715871,4262.0073423679105,52.50395,13.32246,Berlin,10623,Knesebeckstr. 76
340,german,German,FsUeAFVH52RKW3rJ37EEkg,Lokal,€€€,79,4.0,+493028449500,1339.5209247452779,52.5279,13.3948,Berlin,10115,Linienstr. 160
341,filipino,Filipino,TOIgv6eWtLQlx_-kkv9llg,Ayan,€€,12,4.0,+493023913657,2443.6289760836557,52.503222,13.3662007,Berlin,10785,Potsdamer Str. 69
342,italian,Italian,5RGkoBe8eq0joUDfT6j7XA,Sapori di Casa,€€,3,5.0,+493028424572,1706.5040159390705,52.52748,13.35132,Berlin,10559,Wilsnacker Str. 61
343,pizza,Pizza,5RGkoBe8eq0joUDfT6j7XA,Sapori di Casa,€€,3,5.0,+493028424572,1706.5040159390705,52.52748,13.35132,Berlin,10559,Wilsnacker Str. 61
344,steak,Steakhouses,E6mgzl1_cCiP__BAzebtVw,Midtown Grill,€€€,150,4.0,+4930220005415,1481.0970313755627,52.51108,13.3765699,Berlin,10117,Ebertstr. 3
345,bbq,Barbeque,E6mgzl1_cCiP__BAzebtVw,Midtown Grill,€€€,150,4.0,+4930220005415,1481.0970313755627,52.51108,13.3765699,Berlin,10117,Ebertstr. 3
346,currysausage,Curry Sausage,8i5Qrf1-TzmBQcTVGQZQnA,Best Curry Berlin,,9,4.5,+493092158611,1577.0245103531977,52.510495,13.380457,Berlin,10117,Leipziger Platz 12
347,hotdogs,Fast Food,8i5Qrf1-TzmBQcTVGQZQnA,Best Curry Berlin,,9,4.5,+493092158611,1577.0245103531977,52.510495,13.380457,Berlin,10117,Leipziger Platz 12
348,international,International,LMfMloyMN_8040rbywL30w,Chipps,€€,208,4.0,+493036444588,1840.9235040865385,52.51439,13.39755,Berlin,10117,Jägerstr. 35
349,breakfast_brunch,Breakfast & Brunch,LMfMloyMN_8040rbywL30w,Chipps,€€,208,4.0,+493036444588,1840.9235040865385,52.51439,13.39755,Berlin,10117,Jägerstr. 35
350,breakfast_brunch,Breakfast & Brunch,SUJH1XaIzaQscd8TthTi4g,The Last Morning On Earth,,2,4.5,+4917655436999,5943.186196012475,52.483231,13.431855,Berlin,12043,Karl-Marx-Str. 55
351,popuprestaurants,Pop-Up Restaurants,SUJH1XaIzaQscd8TthTi4g,The Last Morning On Earth,,2,4.5,+4917655436999,5943.186196012475,52.483231,13.431855,Berlin,12043,Karl-Marx-Str. 55
352,italian,Italian,sMmF7rjTQ_K0nPzJ4c8IeA,Uferlos,€€,29,4.0,+493046600510,2922.7736895588127,52.55052,13.3733,Berlin,13357,Uferstr. 13
